100.0	2023.0	128.0	3801.6	2023.0	9033.123	936.6025	6777.4258	12313.4863	5536.0605
101.0	2024.0	493.0	14642.1	2024.0	11073.126	2933.8179	766.344	19896.4902	19130.1465
102.0	2025.0	329.0	9771.3	2025.0	11822.4639	2704.156	3761.7925	21871.123	18109.3301
103.0	2026.0	83.0	2465.1	2026.0	14983.7168	1892.7794	10712.8164	19821.2676	9108.4512
104.0	2027.0	621.0	18443.7	2027.0	17375.3926	5755.6538	442.1851	30583.7383	30141.5527
105.0	2028.0	626.0	18592.2	2028.0	13977.0381	4325.7822	3709.2576	30390.0312	26680.7734
106.0	2029.0	475.0	14107.5	2029.0	13622.0049	3819.2026	896.7007	22994.6406	22097.9395
107.0	2030.0	380.0	11286.0	2030.0	12328.8193	2892.0195	2149.2712	19851.3359	17702.0645
108.0	2031.0	376.0	11167.2	2031.0	11954.2295	3333.0369	1262.2764	20910.3242	19648.0469
109.0	2032.0	45.0	1336.5	2032.0	12509.2217	8713.6172	1181.1757	28588.6328	27407.457
110.0	2033.0	68.0	2019.6	2033.0	9686.1025	1926.3486	4334.8062	13859.6172	9524.8105
111.0	2034.0	28.0	831.6	2034.0	10282.4902	1425.1173	7053.269	13550.623	6497.354
112.0	2035.0	251.0	7454.7	2035.0	10792.3389	1968.3096	5146.2578	15733.8135	10587.5557
