699.27495	11188.14426	10290.63678		7920.5083		6909.17025		8143.41376		7944.42793	11333.51399		8925.86678		6100.32901		8597.22468		7118.23317		5884.60712		7115.89136		7488.85985		7557.16449	10581.49284		6726.49919	10717.02344	10669.42806		9649.4683		7059.24719		6449.64565		7490.51033		7919.3019	11182.48692		9105.40822		5565.34484		7176.78161		7136.73463	11001.49623		6628.13212		8629.09766		9154.71082		9584.23732		2797.07626		7075.8321		8398.39879		9059.73098	10228.15775	11254.85441		7929.80482	11181.32491	13991.54226	14326.22418	12178.60898		4338.95321		8502.68262	13038.81289		8869.5948		8443.39098	14572.32569	10891.91828		9908.04269	11314.67894	11505.54095		6656.39537	10273.70798	13936.02942	14495.04108	16424.99788	12940.78998	10492.21846		9632.36858	12730.68752	10363.89905	15722.23978	19767.02482	16610.07323	12215.19081	11039.67932	11168.32181	13309.15769		5938.81417		9870.20869	10933.80907		7739.98436	11003.62869	13497.18699	12368.33709		9575.91912		4083.6445		7624.2206	11765.60564		7896.75848		7687.65742	12565.27121	11020.95451		8840.0217	11340.43887	11431.90739		6143.52618	10518.89861	12795.36711	15721.94118	15508.70533	11623.47152	10327.9889		9411.78106	12089.97392		9534.91232	15385.07294	17458.11511	16457.9919	10721.45781	11666.38748	11344.55337	14590.65159		6016.8821		9742.28188	10298.4918
709.17562	11200.7201	10297.45049		7082.96533		6891.05851		8149.88014		7888.33952	11303.20876		8935.02064		6127.57265		8609.4947		6979.6137		5854.65349		7112.15983		7546.44242		7531.99402	10888.02528		6701.54819	10586.12385	10647.88197		9584.56358		7272.62085		6433.35209		7492.72213		7817.92485	11120.4232		8949.19193		5652.0464		7153.09117		7284.89749	10843.25873		6585.5203		8277.2998		9127.49214		9606.30579		2940.78245		6999.01358		8282.7346		8963.11382	10212.05682	11498.87309		8142.3234	10968.1964	14037.5677	14266.31512	11993.25467		4325.4512		8496.2174	12935.20546		8987.06997		8392.94722	14616.7769	11062.79234		9821.67605	11490.78978	11423.83961		6570.4377	10276.6956	13834.65114	14626.52482	16266.34694	12865.61432	10474.22447		9591.33233	12676.15346	10313.63663	15778.44116	19722.85302	16595.25544	12141.51794	10961.47147	11076.39838	13038.07058		5836.92783		9770.87938	10885.1204		7733.84244	10966.00649	13543.13403	12403.32486		9481.78188		4080.92248		7691.68697	11675.73803		8021.03292		7696.51895	12538.49504	11094.40092		8751.87397	11534.51235	11395.74389		6133.31689	10501.14096	12725.07441	15660.2077	15480.5288	11477.6552	10283.89094		9375.81972	12010.052		9479.0081	15610.6513	17439.27007	16452.75107	10662.36021	11681.32146	11257.33161	14585.38673		6061.56978		9707.8945	10267.76155
700.37903	11183.87667	10313.78245		7322.38916		6902.739		8126.07242		7895.26335	11342.01962		8902.91447		6141.80006		8523.9491		7084.17377		5868.78938		7190.42757		7486.84131		7457.41546	10781.82943		6714.33819	10553.83294	10649.62623		9569.99745		7221.95728		6456.91304		7463.87351		7857.11609	11165.58886		8989.8334		5628.74187		7149.15751		7253.94746	11009.95388		6531.53571		8775.53125		9018.56917		9622.57328		2838.42633		6956.69624		8303.76225		8952.1629	10249.6972	11412.4561		8114.03861	10978.02189	13967.10112	14269.10398	12107.64048		4299.95181		8526.91944	13019.94288		8889.14842		8438.4059	14559.09187	10940.91134		9853.64792	11389.00119	11418.34255		6578.07598	10223.92466	13896.71718	14581.57894	16349.06684	12928.98986	10468.43462		9588.14342	12697.76758	10319.29159	15737.19892	19694.85681	16545.84062	12199.65492	10977.64879	11103.56785	13096.57754		5834.45243		9895.95097	10895.30657		7706.01864	11014.07789	13515.09133	12335.92873		9608.71233		4109.68054		7634.46282	11764.12901		7890.99527		7727.14364	12554.68398	10946.86152		8808.93914	11422.66944	11408.11488		6286.9546	10484.00264	12817.01039	15665.33226	15487.91645	11544.80893	10313.61956		9357.74394	12032.13896		9506.04585	15418.99843	17468.25837	16365.9805	10680.61672	11641.56432	11299.57373	14455.55517		6084.03593		9704.03787	10204.39824
707.05652	11203.18509	10271.91644		7698.11084		6853.29325		8112.27685		7841.33652	11300.98834		8916.52339		6081.3491		8689.52107		6959.93486		5836.66946		7135.6597		7466.60765		7380.09209	10743.00879		6699.38144	10725.19385	10637.78678		9556.76098		6853.4231		6417.1373		7457.50887		7819.29321	11098.89272		9052.64516		5639.15714		7181.81008		7155.55455	11009.76177		6547.07876		9266.58887		9075.37776		9733.29246		3114.51857		6865.22812		8116.43497		9021.81166	10274.85648	11450.64135		8033.11361	10980.73244	13993.62316	14231.62372	11931.11558		4299.07962		8530.64033	12872.7231		8984.62485		8395.2595	14621.95764	11062.45576		9773.80905	11500.83152	11361.10229		6605.30477	10280.45244	13819.4316	14674.39741	16325.01947	12844.32439	10471.24348		9559.76481	12658.5398	10272.943	15783.07667	19698.03023	16549.81748	12150.20102	10885.84197	11060.36928	13105.73134		5732.3763		9728.99062	10864.41271		7716.35695	10972.0473	13563.16362	12360.77471		9470.97859		4085.4812		7634.91277	11636.60438		8014.61431		7649.10503	12523.94336	11104.18222		8725.4278	11516.69928	11404.91531		6169.15007	10522.94013	12787.54611	15679.1426	15464.60351	11398.72327	10268.20306		9319.46837	12000.57543		9439.49889	15511.85243	17395.66005	16414.45751	10630.09274	11626.54405	11228.50979	14634.731		6106.39277		9554.86219	10221.92732
697.72391	11192.99245	10291.13272		7640.646		6897.07497		8102.76302		7913.3511	11330.56476		8936.30682		6107.69873		8599.40363		7058.65295		5898.65008		7119.36915		7492.08827		7488.42553	10771.36849		6682.69615	10606.26114	10661.44984		9576.14759		7156.68982		6460.61855		7442.38298		7858.78585	11099.61927		9073.98869		5611.67712		7257.31906		7312.00175	10939.11914		6534.13717		8656.4541		9182.50859		9737.93532		2782.94377		6932.42707		8264.10227		9069.26299	10387.53516	11287.35492		7963.72816	11121.07297	14019.54659	14239.16208	12073.61838		4302.37239		8471.3921	12941.89112		8883.07183		8452.13329	14604.43608	10978.28565		9857.22704	11392.10624	11423.14806		6580.52017	10299.32369	13896.26906	14517.93293	16363.67796	12872.4284	10486.83993		9569.98378	12676.60062	10277.83583	15731.80292	19678.65528	16545.47055	12217.22941	10940.72178	11116.48785	13127.4838		5831.85587		9812.81349	10904.35291		7857.65505	11028.57989	13530.33395	12306.09483		9624.27659		4045.30329		7664.39032	11740.46103		7901.48701		7676.2566	12573.27636	10988.24412		8828.02758	11410.18841	11450.72619		6176.76959	10511.33782	12789.14096	15701.3164	15593.00504	11552.14736	10311.17014		9328.06848	12027.52133		9486.33627	15486.77344	17469.97863	16376.81381	10688.93576	11643.4604	11306.50569	14499.8408		6051.49394		9645.02487	10267.28702
703.85568	11205.73945	10254.55841		7151.25952		6869.53655		8118.6669		7841.8965	11302.07218		8959.79079		6112.50377		8726.57585		6951.50716		5838.76805		7157.48801		7577.90136		7459.54739	10628.97884		6707.79037	10587.51978	10657.32293		9568.15712		7301.66504		6423.47042		7450.85404		7763.02836	11084.41847		9048.32422		5614.39418		7195.17881		7299.09067	10956.90687		6512.91537		8919.60156		9063.25801		9649.82211		3133.65378		6803.31468		8261.03764		8976.55588	10191.86764	11519.98964		8019.07624	10868.26344	13942.64081	14164.38334	11922.76662		4339.57579		8517.73742	12841.91578		8979.15019		8347.63887	14612.65039	11054.38017		9775.13509	11497.14853	11385.05095		6598.60619	10279.90981	13802.58839	14581.28876	16268.34891	12786.02135	10475.11485		9505.58842	12620.74758	10260.36322	15813.14778	19612.93501	16523.58846	12133.7673	10878.96867	11077.38905	13043.72096		5754.28457		9674.43537	10866.98794		7705.14214	10994.09482	13507.64152	12329.13888		9471.31015		4110.66418		7634.87501	11657.34999		7993.35071		7648.81808	12489.43461	11035.16494		8749.55749	11545.64972	11384.13075		6147.49574	10539.39643	12712.68828	15715.09863	15515.41532	11457.20877	10232.91642		9280.79315	11966.23836		9447.92392	15527.59893	17391.41616	16372.03672	10627.05253	11555.59802	11234.91687	14362.15918		6041.14597		9677.18534	10188.71993
695.02844	11203.33128	10273.8304		7857.0332		6844.37997		8062.82792		7888.39319	11265.3718		8954.55866		6064.53145		8671.26227		7024.19858		5880.67955		7090.20558		7529.29248		7418.69664	10568.66276		6691.04585	10540.33686	10660.52491		9608.49988		7177.49341		6408.5764		7423.70128		7856.32185	11072.40366		9028.1384		5693.91085		7188.74909		7322.16663	10898.94428		6548.00442		8723.05957		9162.05525		9603.166		2875.9777		6798.18428		8450.33314		8994.49691	10336.53244	11237.83424		8027.02249	11019.51671	13983.29169	14138.3147	12018.10704		4291.77437		8464.82926	12894.62624		8848.0135		8392.74453	14576.6463	10935.91492		9810.43263	11399.47039	11360.89679		6562.31856	10280.80356	13841.9194	14493.512	16315.96374	12861.62195	10487.36704		9547.64225	12679.03545	10281.58599	15700.8003	19607.61331	16470.18502	12139.47808	10940.2771	11118.21275	13007.22583		5735.62854		9690.86132	10856.83132		7709.43791	11019.77673	13533.37123	12197.6928		9565.49374		4083.41391		7616.6943	11654.47677		7862.22264		7661.73075	12523.59118	11043.01352		8805.44448	11395.80478	11364.65318		6203.57575	10483.49376	12809.46896	15672.24064	15559.02764	11502.58088	10199.51382		9309.57932	11979.09887		9453.20803	15388.83008	17334.70721	16284.44001	10632.25167	11580.59148	11238.27627	14576.27271		5955.04366		9648.29054	10275.68396
702.50054	11197.40193	10275.80325		7796.13647		6874.24233		8121.88175		7898.74419	11311.70012		8980.70387		6075.48771		8631.23492		6988.20657		5854.36492		7135.13649		7543.39108		7394.35738	10832.99425		6686.51133	10643.86169	10650.48593		9501.02304		7287.2738		6449.11015		7470.94433		7798.73362	11076.67568		9039.30593		5742.33431		7193.88841		7436.87858	10940.66705		6523.63966		8515.33496		9063.7248		9674.56409		2863.43911		6866.45543		8254.77437		9036.78101	10363.35421	11486.81377		8094.56592	10964.8729	13931.57812	14222.59918	11957.82311		4318.54649		8529.56731	12811.90731		8989.58331		8369.14217	14639.12791	10979.42017		9797.41658	11372.65823	11341.19819		6610.94266	10277.90558	13794.27806	14465.16447	16220.97483	12752.41971	10519.63336		9546.33782	12687.23828	10240.841	15692.97323	19634.61735	16541.65554	12176.84684	10918.39246	11078.73153	12951.29412		5870.06903		9652.01817	10861.12491		7763.04026	10946.27335	13514.44879	12298.76695		9440.30902		4166.32843		7633.60937	11601.69448		7981.22794		7625.383	12491.26568	11085.80006		8793.97171	11478.6857	11411.31052		6194.59718	10553.8765	12722.99031	15725.43403	15502.98341	11410.85202	10290.81195		9328.04708	12021.13519		9445.12203	15412.57731	17368.54041	16358.99981	10664.42179	11629.87111	11237.9731	14486.96603		6116.66834		9705.17391	10255.28535
692.49111	11205.12305	10336.35067		7708.49829		6823.17046		8048.19254		7883.37009	11299.22506		8919.50525		6116.68997		8533.2199		6952.26742		5853.20633		7124.90827		7481.2192		7438.7067	10439.32064		6641.09442	10668.43977	10649.39609		9653.87231		7363.71301		6397.90844		7401.5511		7811.199	11060.91513		8981.33312		5634.71514		7169.52558		7334.61786	10775.31538		6496.66942		8833.09082		9133.22566		9743.51627		2836.41786		6863.52566		8385.70348		9054.45397	10281.58008	11189.40527		7912.45208	11068.69364	14014.69317	14187.47199	12118.1904		4271.71099		8461.35279	12960.88686		8806.19382		8426.70587	14569.59463	10895.37976		9825.67813	11314.05741	11336.81592		6608.04026	10272.12064	13927.44738	14428.20827	16300.65219	12937.3123	10542.0437		9603.7058	12695.8218	10301.39629	15646.08236	19694.70092	16499.84169	12219.12894	10957.75389	11202.28465	12920.73842		5783.50107		9767.8286	10893.80945		7764.74183	11061.70495	13565.75279	12226.27957		9625.63195		4012.30891		7602.97556	11705.81696		7821.30881		7695.85378	12523.3038	10968.96772		8837.14299	11369.44855	11363.6437		6148.31164	10503.5348	12818.29587	15543.70559	15513.15628	11562.40123	10256.41165		9387.59049	12069.52034		9533.62071	15270.27344	17382.81806	16303.75575	10716.07603	11655.90137	11271.88353	14446.07992		5998.67082		9655.8197	10309.50409
704.43058	11187.00822	10301.80761		7392.10669		6854.70903		8105.0303		7844.65245	11240.3052		8869.19035		6105.07761		8663.78216		7021.61976		5830.07002		7163.11399		7506.13148		7460.46966	10699.861		6736.41223	10766.14211	10633.88677		9650.91079		7532.12866		6406.26055		7432.7764		7787.35926	11136.70033		8995.88421		5712.86999		7188.67742		7242.99023	10861.7981		6561.05151		8703.53516		9084.39482		9637.47449		2823.19033		6877.53596		8319.13477		8951.80987	10211.62737	11572.61494		8089.20824	10944.02706	13921.70127	14191.85203	11966.62404		4293.78559		8501.66777	12868.35301		8977.94962		8332.44018	14631.99661	11010.6738		9809.46492	11450.49168	11352.87128		6652.09401	10343.0438	13740.63107	14468.72785	16218.01674	12723.66836	10585.62302		9548.3435	12697.56132	10263.47256	15635.78285	19654.33947	16544.73733	12196.47814	10928.97728	11126.90003	13026.05338		5850.44302		9745.6252	10907.91212		7709.01296	11006.21228	13434.45367	12318.44583		9519.36023		4149.59422		7606.88271	11653.39252		7967.88609		7595.02218	12517.23679	11073.9532		8758.46633	11553.29939	11364.93673		6163.17381	10514.94992	12792.98925	15786.63637	15487.80808	11442.29527	10357.63452		9307.8538	12051.0239		9478.10219	15345.75569	17421.67267	16365.05396	10728.95642	11679.22632	11241.85492	14541.28318		6092.92164		9716.94232	10314.26639
