310
698
704
3359
1223
1086
4098
2245
762
4970
7780
4838
1777
7458
4007
3481
2676
4440
1031
2535
1671
1105
2073
1814
6635
1743
8893
6102
1076
9473
10773
8286
4822
5411
382
587
711
3681
