0.05147 0 0.30278 0.05147 0.05147 0.081578 0.10294 0.13305 0.61017 0 0.40666 0.15441 0.55487 0.05147 0.34196 0.41788 0.48386 0.52592 0.52409 0 0.22953 0.74771 0.20588 0.6523 0.80508 0.51045 0.8128 0.3745 0.11951 0.11951 0.28589 0 0.081578 0.40381 0 0.54844 0.42948 0 0 0 0.17098 0 0.05147 0 0 0 0.25256 0.081578 0 0.05147 0.41263 0.18452 0.42902 0 0.13305 0.13305 0.15441 0.05147 0.4054 0.47839 0.66844 0.11951 0 0.16316 0 0 0 0.23902
0.54437 0.30278 0 0.44905 0 0.53539 0.78673 0.73612 0.20588 0.57711 0.40184 0.10294 0.27011 0.71544 0.05147 0.27754 0.86277 0.29757 0.64728 0.37107 0.74838 0.38724 0.85805 0.45982 0.05147 0.85303 0.84507 0.59471 0.5426 0.57388 0.26185 0.22245 0.27929 0.68878 0.15441 0.53996 0.58656 0 0 0 0.22245 0.10294 0.17806 0 0 0 0.081578 0.18452 0 0.24473 0.48896 0.10294 0.32539 0 0.23599 0.28267 0.44527 0.27204 0.05147 0.44434 0.78988 0.2989 0.16316 0.16316 0 0 0 0.29757
0.57101 0.05147 0.44905 0 0 0.44905 0.65965 0.6056 0.73188 0.80287 0.18452 0.75184 0 0.66971 0.41176 0.20109 0.35103 0.05147 0.25735 0.87399 0.37402 0.15441 0.50445 0.77357 0 0.44817 0.35673 0.80839 0.74745 0.24193 0 0.24473 0.5425 0.5832 0.25499 0 0.10294 0.59873 0 0.41868 0.51242 0.52592 0.60227 0.64606 0.05147 0.50755 0 0.43283 0.081578 0.10294 0.081578 0 0.05147 0.58792 0.15441 0.081578 0.17098 0.65207 0 0.10294 0.23902 0.60207 0.3196 0.24193 0 0.05147 0.11951 0.22245
0 0.05147 0 0 0 0.79381 0.26185 0.42025 0.30151 0.2989 0.17098 0.45365 0 0.13305 0.78626 0 0.05147 0 0 0.23283 0 0.081578 0.05147 0.16316 0.05147 0 0 0.13305 0.40758 0.081578 0 0.78803 0 0.59115 0 0 0 0 0 0 0 0 0.05147 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.47804 0.081578 0.53539 0.44905 0.79381 0 0.87708 0.91591 0.58375 0.92183 0.47414 0.90014 0.27011 0.73522 0.75564 0.33657 0.43061 0.14449 0.31332 0.7429 0.502 0.23599 0.60202 0.69323 0.16316 0.51091 0.48998 0.73356 0.79907 0.44888 0.05147 0.77275 0.43951 0.77125 0.16316 0 0.11951 0.38394 0 0.16316 0.32351 0.31111 0.36955 0.42128 0 0.35362 0 0.27392 0.081578 0.20588 0 0.05147 0 0.33657 0.14449 0.13305 0.21463 0.48265 0.05147 0.05147 0.32158 0.44709 0.22607 0.22245 0 0 0.10294 0.10294
0.81645 0.10294 0.78673 0.65965 0.26185 0.87708 0 0.95411 0.7133 0.8381 0.41708 0.43456 0.29757 0.90873 0.52312 0.5533 0.70967 0.27011 0.56161 0.5416 0.82655 0.41516 0.89837 0.82884 0.13305 0.74769 0.74708 0.94095 0.86319 0.84542 0.17098 0.43283 0.63503 0.70267 0.54235 0.23599 0.34558 0.52758 0.05147 0.45982 0.65673 0.5796 0.55269 0.59345 0.20588 0.46027 0 0.59982 0.3196 0.4094 0.17806 0.11951 0.13305 0.50929 0.36479 0.33815 0.42786 0.76196 0.05147 0.26813 0.534 0.73729 0.55111 0.56056 0.081578 0.17098 0.38683 0.44564
0.67144 0.13305 0.73612 0.6056 0.42025 0.91591 0.95411 0 0.70752 0.85526 0.56824 0.78919 0.2989 0.89394 0.67896 0.23599 0.72392 0.24473 0.607 0.71201 0.66563 0.17806 0.80257 0.69464 0.22245 0.72239 0.59816 0.70334 0.76853 0.8276 0.05147 0.62951 0.23599 0.78634 0.37778 0.13305 0.27204 0.50345 0 0.38351 0.56757 0.53162 0.42833 0.57067 0.081578 0.44727 0.081578 0.48957 0.05147 0.31111 0 0 0.05147 0.47696 0.33162 0.24193 0.31332 0.68346 0 0.20588 0.47313 0.62231 0.41815 0.4103 0 0.05147 0.25964 0.31859
0.41488 0.61017 0.20588 0.73188 0.30151 0.58375 0.7133 0.70752 0 0.78108 0.23902 0.77922 0.32812 0.56671 0.74672 0.69523 0.24193 0.281 0.26185 0.72597 0.59594 0.82132 0.48751 0.89133 0.5096 0.37869 0.67782 0.7622 0.65919 0.73113 0.10294 0.22245 0.56107 0.51734 0.45027 0.15441 0.13305 0.61125 0 0.33815 0.53322 0.49353 0.75832 0.63096 0.13305 0.56437 0 0.50763 0.23599 0.48624 0.10294 0.05147 0.05147 0.57272 0.53561 0.5613 0.36641 0.74644 0 0.14449 0.22607 0.68354 0.56396 0.557 0 0.05147 0.4094 0.36144
0.71331 0 0.57711 0.80287 0.2989 0.92183 0.8381 0.85526 0.78108 0 0.47476 0.84955 0.25735 0.87453 0.58998 0.29757 0.44835 0.15441 0.29482 0.94081 0.5181 0.20588 0.64659 0.74699 0.16316 0.54601 0.47185 0.87664 0.91004 0.37006 0 0.53327 0.59856 0.74838 0.32539 0.05147 0.19046 0.6712 0 0.50217 0.60431 0.60628 0.65566 0.71866 0.11951 0.57957 0 0.50035 0.16316 0.20588 0 0 0 0.65831 0.25256 0.18452 0.25735 0.72347 0 0.22953 0.34121 0.67969 0.36534 0.2661 0 0.10294 0.14449 0.3427
0.35733 0.40666 0.40184 0.18452 0.17098 0.47414 0.41708 0.56824 0.23902 0.47476 0 0.50234 0.89763 0.64943 0.39454 0.22607 0.68483 0.84617 0.77296 0.39193 0.47525 0.31441 0.48186 0.31653 0.77704 0.85457 0.72965 0.40572 0.55769 0.41516 0.63936 0.4352 0.17098 0.88528 0.05147 0.41868 0.081578 0 0 0 0.05147 0 0.05147 0.05147 0.31653 0.05147 0.52201 0 0 0 0 0.59185 0.4798 0 0 0.19596 0.05147 0.18452 0.52728 0.66861 0.68196 0.13305 0.05147 0 0.43173 0 0 0.16316
0.28267 0.15441 0.10294 0.75184 0.45365 0.90014 0.43456 0.78919 0.77922 0.84955 0.50234 0 0.32539 0.79982 0.80293 0 0 0.05147 0.10294 0.88227 0 0.28746 0.10294 0.50319 0.20588 0.18452 0.21463 0.66162 0.84658 0.17098 0 0.61248 0.13305 0.75923 0.05147 0 0 0.46481 0 0.23283 0.34767 0.32351 0.52293 0.49128 0 0.50487 0 0.26185 0.05147 0 0 0 0 0.42856 0 0 0.05147 0.49757 0.05147 0.05147 0 0.45479 0.10294 0 0 0.05147 0 0.05147
0.10294 0.55487 0.27011 0 0 0.27011 0.29757 0.2989 0.32812 0.25735 0.89763 0.32539 0 0.41788 0.21864 0.22953 0.29482 0.71899 0.54205 0.16316 0.17098 0.44378 0.2989 0.35234 0.82168 0.83383 0.82958 0.25256 0.28267 0.13305 0.71105 0.21463 0 0.81076 0 0.33893 0.05147 0 0 0 0 0 0.05147 0 0.34046 0.05147 0.52807 0.05147 0 0 0 0.56721 0.46718 0 0 0.081578 0 0.10294 0.46481 0.6364 0.67488 0.05147 0 0 0.41681 0 0 0.25735
0.83114 0.05147 0.71544 0.66971 0.13305 0.73522 0.90873 0.89394 0.56671 0.87453 0.64943 0.79982 0.41788 0 0.69606 0.26813 0.7577 0.30278 0.65764 0.77995 0.66953 0.16316 0.77243 0.72591 0.32539 0.73299 0.60902 0.74159 0.83559 0.86984 0.11951 0.57115 0.29757 0.85587 0.31757 0.15441 0.30022 0.27754 0 0.17806 0.42621 0.32631 0.37869 0.34415 0 0.19596 0.05147 0.38683 0.13305 0.24193 0.05147 0.11951 0.081578 0.22953 0.36641 0.19596 0.28267 0.57623 0.05147 0.15441 0.45512 0.54737 0.39078 0.41735 0 0 0.21864 0.23283
0.16316 0.34196 0.05147 0.41176 0.78626 0.75564 0.52312 0.67896 0.74672 0.58998 0.39454 0.80293 0.21864 0.69606 0 0 0.05147 0.081578 0.05147 0.58969 0.10294 0.50874 0.22607 0.55551 0.2661 0.13305 0.42948 0.47922 0.7235 0.43305 0.05147 0.65373 0.21463 0.64483 0.23902 0 0.05147 0.13305 0 0.05147 0.2934 0.13305 0.22245 0.14449 0 0.11951 0 0.22245 0 0.15441 0 0 0 0.10294 0.16316 0 0.16316 0.4449 0 0 0.081578 0.44453 0.2661 0.27011 0 0 0.081578 0.16316
