  892.28631 10414.77602 10539.61480  7881.37094  7576.56738  9162.73272  7746.93887  9967.52869  8477.57930  5538.52178  9472.30273  7396.84338  6060.56233  7670.86425  7416.11020  7250.12691  9706.83529  6385.98888  8336.77148 10696.87313 10327.18390 10410.10317  8592.50221  7252.95025  8409.78569  7759.79914 11069.98564  8606.47154  5444.82348  7796.22940  7696.68210 10503.70295  6607.04602  7507.34424  9242.79173  9213.89844  9843.47993  4104.07222  6337.37637  6913.60674  8294.72705  9597.80383  9666.44083  6835.82605 10925.04083 13535.99869 14605.69328 11682.92283  5453.91778  9087.11943 13811.84548  8716.57290  8152.93270 15144.03351  8453.18191  9582.47437  7847.63746 10782.67475  6353.71139 11384.07885 13353.79179 13013.76194 13196.81622 12416.95535 11638.89242 10016.38386 13173.73017 10265.15422 13185.59201 16318.36013 15949.60671 12454.32634 10599.04364 11648.55625  8375.25753  6413.41687  9582.30383 10148.94071  7082.58206 11589.77003 13206.72610 13646.25210 11401.68106  4432.56263  7785.65615 12639.50907  8702.93345  8030.29840 12798.02904  8819.23660  8805.55276  8542.34731 11995.16852  6485.23639 10936.45633 14395.25182 13407.47909 15385.79227 11530.63574 11511.92191  9943.66651 13337.89694  9852.22516 13946.18709 17084.66085 15665.22291 12484.38225 12109.15498 12126.73424  8433.44492  5342.45278 10880.97737 10541.32405 
  885.32852 10409.37901 10499.98779  7920.88048  7554.76470  9116.79230  7747.59954  9907.73356  8463.58825  5551.91019  9488.93994  7453.38510  6047.45438  7706.19953  7389.02526  7251.89580  9755.91647  6379.73850  8463.94824 10666.27461 10317.44160 10399.16435  8632.54501  7216.51820  8347.11149  7758.68678 10993.36442  8619.82831  5387.66365  7805.96038  7698.69524 10387.29940  6582.26141  7860.38574  9255.54665  9363.93848  9836.69383  4349.21106  6360.67067  6901.38281  8434.05938  9417.92285  9522.16513  6711.16565 10892.80176 13522.03396 14618.82645 11610.91567  5421.52821  9065.20739 13782.43101  8707.75078  8096.59579 15116.78342  8431.00462  9561.27573  7866.11571 10748.04217  6309.26576 11348.06207 13334.92992 12978.83822 13163.42759 12407.99818 11588.68827  9974.11912 13148.12578 10239.43072 13168.86804 16273.66728 15920.61105 12418.53183 10581.71472 11622.14177  8367.45462  6407.08157  9532.39206 10104.39965  7048.45273 11553.62715 13127.53462 13689.11964 11364.52655  4383.58363  7766.49167 12603.43425  8656.04732  7990.15708 12755.68737  8800.38669  8766.20887  8528.64599 11982.11555  6452.59484 10908.27050 14400.25223 13407.98098 15372.37455 11487.42864 11470.50420 10013.50145 13330.12841  9840.11060 13875.20968 17004.33711 15636.37302 12435.51196 12097.17434 12108.01374  8400.57577  5326.83557 10943.81210 10535.25428 
  885.48120 10418.34633 10487.40686  7847.66255  7565.46043  9124.25532  7772.84753  9952.05551  8475.72016  5553.82706  9406.08509  7528.10062  6065.35647  7713.21188  7422.25687  7236.28457  9701.61618  6378.58914  8216.67285 10692.80015 10326.16883 10420.30564  8583.76953  7224.15861  8350.92141  7774.28125 11071.42141  8601.31030  5356.84927  7805.95809  7777.58652 10399.19721  6582.85010  7869.23682  9280.55415  9526.55566  9844.89010  4341.79879  6394.03223  6952.80181  8515.92070  9444.65308  9648.38683  6716.48014 10990.51808 13537.34794 14747.55161 11645.56537  5433.88137  9062.55845 13850.21420  8729.89238  8144.29863 15153.06627  8494.50397  9574.76485  7907.06085 10808.60210  6289.35079 11315.88632 13399.06213 13016.47370 13255.57652 12416.13834 11584.01114  9975.22669 13163.41838 10264.19562 13152.47067 16299.06710 15959.26443 12456.40767 10584.77137 11639.86549  8464.52183  6461.63980  9566.76437 10077.95553  7026.28196 11583.86655 13127.33022 13738.03538 11371.76684  4392.56683  7766.28541 12649.42567  8671.29979  8030.41904 12783.12912  8819.48816  8772.17253  8574.11050 12042.34290  6414.91071 10907.36076 14399.43599 13466.77421 15361.19026 11534.98767 11438.56801  9980.25771 13325.31432  9836.30852 13928.34244 17021.58708 15662.55730 12447.85210 12145.74137 12096.14620  8478.55364  5323.25302 10918.25159 10524.77857 
  885.58816 10418.94293 10546.76216  7796.86663  7574.97035  9147.35714  7794.42684  9992.45023  8501.70243  5577.84334  9307.20923  7533.24657  6064.06276  7681.73293  7400.07912  7322.42937  9679.11576  6392.94930  8158.83887 10702.54424 10324.21100 10468.37893  8515.16257  7231.46103  8375.66489  7777.84603 11060.53320  8630.92012  5373.57563  7752.74646  7732.56691 10400.95778  6547.17202  7856.52344  9261.72634  9741.51270  9794.44685  4419.50618  6360.83954  6939.87490  8508.87261  9498.12708  9674.89729  6755.53780 11014.00737 13468.10496 14738.64133 11633.58167  5404.37266  9051.73174 13887.24598  8749.02599  8138.06069 15160.81080  8470.98590  9593.99083  7884.34952 10871.80052  6265.23716 11328.33733 13378.01377 13026.98000 13273.10041 12504.69375 11567.29851  9979.82295 13156.05035 10264.57903 13141.14237 16332.52841 15967.82715 12450.81706 10588.50767 11623.70066  8521.43105  6366.28519  9573.00401 10059.85474  7054.07615 11637.71504 13107.04288 13735.32356 11362.96458  4352.29881  7725.11835 12649.44070  8673.54258  8009.78390 12765.96421  8813.66129  8787.48242  8547.35157 12058.32758  6413.02504 10902.89740 14358.70106 13457.14792 15344.89142 11603.64564 11436.59693  9923.34054 13314.31333  9834.29565 13835.25542 17014.02896 15627.92574 12437.54491 12100.47917 12069.01673  8469.64359  5331.32727 10950.54607 10492.47934 
  885.66081 10416.87159 10547.50167  7723.19702  7581.54934  9155.22585  7765.37945  9988.18273  8456.29361  5541.58811  9300.57915  7504.41284  6068.84442  7667.98562  7375.99473  7230.30262  9703.35700  6371.74778  8454.02734 10692.91626 10314.69457 10461.58172  8576.85794  7240.89932  8385.07437  7756.44509 11051.38294  8582.71240  5388.07480  7760.03253  7707.91705 10402.52648  6540.26214  7822.73633  9255.49501  9458.14062  9846.35018  4557.22227  6313.29288  7013.94277  8520.93955  9520.46771  9647.41563  6829.87000 10925.33277 13478.40906 14718.91660 11606.82831  5434.67869  9034.48009 13869.42555  8739.36597  8117.58855 15130.49200  8456.47701  9565.94613  7880.25375 10849.11281  6268.83041 11361.23406 13337.51069 13037.02330 13248.17995 12444.21661 11560.81122  9943.48728 13139.68919 10234.10591 13130.95806 16334.81638 15987.21485 12430.26889 10529.92494 11579.03090  8507.96386  6377.99123  9499.22415 10077.49412  7074.95513 11565.90011 13088.64751 13696.13670 11321.46697  4327.70184  7744.53628 12590.09653  8667.95410  8019.05528 12742.04257  8824.90294  8761.64540  8557.91628 12018.66557  6447.61350 10899.36057 14336.97884 13480.94116 15335.64141 11568.59993 11415.21863  9923.45859 13273.83584  9804.09329 13910.46686 16982.49045 15632.44009 12423.74150 12032.87069 12039.93881  8434.95001  5348.11325 10897.32587 10495.51251 
  884.86714 10415.80212 10506.29027  7890.16974  7589.55028  9153.40057  7761.32401  9994.43910  8435.62824  5505.94013  9319.78479  7440.42191  6052.78214  7682.77468  7349.58302  7124.52694  9700.07259  6356.71546  8003.51221 10652.47555 10311.22500 10407.17855  8442.32422  7255.89277  8393.61209  7738.66143 11049.30856  8588.74755  5353.04541  7765.79775  7742.17145 10431.01620  6520.40572  7859.09521  9205.77153  9408.61914  9874.96954  4370.97646  6276.23711  6971.17061  8515.28169  9430.91919  9645.34024  6821.89022 10957.43930 13519.10774 14713.71503 11592.38914  5408.72717  9012.60666 13844.49148  8734.45341  8085.23039 15123.96352  8466.46683  9538.65275  7869.57297 10787.28971  6258.75061 11323.92407 13324.21329 12978.20928 13233.22060 12427.74537 11578.22277  9945.08190 13132.86909 10245.21236 13093.67786 16325.76802 15968.34239 12407.62599 10501.09014 11611.26091  8462.47674  6404.03905  9571.60432 10077.97750  7003.46541 11517.70461 13105.67018 13694.22796 11358.69597  4323.25135  7753.76470 12568.44048  8669.77929  7968.68529 12742.51011  8810.24034  8752.93632  8552.14868 11988.13007  6417.56943 10862.77849 14304.16010 13397.88572 15274.02311 11541.64290 11428.84273  9901.04632 13254.33484  9791.36445 13961.69130 16992.94906 15635.67444 12400.65577 12003.68447 12042.13925  8421.69404  5343.18870 10861.67419 10480.27171 
  885.06179 10408.50909 10474.15354  7800.64498  7570.50433  9137.57234  7762.31524  9931.67002  8488.27234  5519.29521  9342.38121  7352.10029  6053.96587  7643.77644  7368.37110  7213.15655  9601.53688  6410.24481  8523.27734 10646.78695 10302.10343 10371.42534  8514.50933  7242.74134  8394.54120  7732.30684 11033.37926  8587.39690  5356.00183  7750.73047  7668.30240 10410.18199  6584.87011  7846.20312  9264.74692  9375.26270  9801.71940  4108.55003  6385.73096  6879.00527  8495.29331  9598.65143  9665.98485  6814.03166 10932.97148 13499.26785 14683.80257 11622.07810  5392.04827  9028.15158 13810.70706  8706.60656  8069.38282 15117.52586  8458.15988  9512.40198  7884.25481 10767.83291  6288.54536 11333.70121 13328.57338 12995.45322 13205.93695 12386.62978 11578.15871  9930.12130 13100.39758 10222.42736 13167.96346 16321.04579 15964.72184 12417.04093 10506.06158 11594.24560  8483.87907  6405.25619  9535.16748 10087.12130  7035.11191 11516.26722 13085.57294 13632.39574 11347.21761  4361.50862  7778.67395 12542.44933  8651.14536  7968.61743 12774.13956  8800.67123  8731.41658  8557.65647 11987.95904  6459.06328 10890.56287 14290.85167 13454.74215 15268.61407 11487.50686 11431.67662  9879.72902 13231.04288  9765.46363 13914.34586 16957.42471 15641.96390 12391.75556 11997.12388 12023.09442  8429.55808  5346.67578 10798.06475 10486.07999 
  884.60529 10402.09548 10448.80546  7819.93506  7547.13036  9117.35495  7748.06694  9925.11636  8476.86699  5541.31651  9472.45087  7325.14495  6048.04279  7649.69103  7439.62900  7196.37847  9615.81940  6394.65709  8216.38770 10616.44656 10306.04126 10345.47468  8534.66372  7220.35523  8383.84746  7754.93641 11040.84931  8616.22423  5437.41098  7764.27999  7657.24034 10427.24052  6601.16145  7666.08496  9215.88662  9526.33984  9824.52960  4255.58612  6351.93742  6891.78472  8456.80200  9643.84631  9619.11880  6784.67334 10944.09292 13467.90302 14585.19841 11590.47568  5402.12560  9032.79243 13754.34655  8696.40325  8072.92026 15131.64423  8475.70754  9480.09692  7904.23378 10759.22685  6307.23004 11325.79905 13320.83023 12962.66750 13216.39176 12297.42358 11575.59290  9939.03152 13108.12232 10206.94354 13168.96875 16274.46356 15914.18327 12388.70980 10524.44592 11589.05196  8533.27396  6407.14540  9472.98489 10095.61144  7179.60728 11502.61045 13064.95021 13604.11903 11376.62765  4362.46518  7772.66166 12506.82935  8618.25507  7955.40386 12766.27293  8810.07241  8732.80468  8553.15320 11941.17010  6440.43501 10847.06898 14349.57288 13471.29537 15354.35070 11409.57965 11453.83473  9879.52454 13240.84882  9781.29193 13824.01631 16948.28242 15633.80198 12376.53100 11998.00406 12039.95623  8437.91792  5299.61152 10854.34770 10510.72771 
  882.56146 10405.52009 10454.53286  7820.76614  7572.37966  9116.83296  7755.26085  9963.52200  8471.55273  5557.59590  9524.05085  7428.70931  6039.94141  7697.54286  7384.05684  7293.82759  9663.03828  6350.97461  8665.57812 10687.59585 10306.41484 10380.95375  8644.56735  7226.93538  8367.03880  7789.55938 11015.72746  8624.08537  5345.01140  7791.97953  7719.66518 10369.09036  6562.17360  7973.58594  9236.71727  9041.49219  9808.56948  4340.18245  6330.41698  6854.74390  8366.57002  9596.77289  9603.06682  6716.90625 10935.16117 13489.60731 14596.99834 11584.58972  5387.63330  9035.64303 13764.74936  8658.40257  8072.99983 15115.80068  8454.22055  9501.56603  7859.42458 10778.10799  6262.63188 11301.24543 13361.28002 13003.50186 13247.76393 12301.41185 11568.10584  9927.84642 13099.51532 10188.09209 13142.50148 16274.20389 15899.52403 12361.98613 10551.13673 11567.12646  8537.86976  6376.41325  9474.07559 10084.00578  7146.76245 11502.39527 13088.98943 13591.77596 11343.12437  4361.62309  7768.19482 12511.68814  8575.87771  7968.10024 12755.23805  8819.17556  8733.56311  8518.68868 11961.67843  6440.25130 10852.65401 14369.16048 13525.56497 15396.46685 11393.50885 11437.52197  9937.62274 13257.38871  9757.28306 13844.57293 16965.89172 15595.88189 12361.98906 12040.15157 12028.22581  8394.51307  5302.46968 10886.55191 10509.62246 
  878.66537 10399.84945 10531.16991  7848.50850  7564.07666  9100.47101  7755.90396  9961.05704  8427.38844  5508.58850  9304.19310  7527.83544  6035.97034  7696.52892  7344.47311  7140.22986  9648.71491  6347.50698  8286.67383 10724.30866 10307.90023 10459.89383  8664.46292  7240.83899  8343.40458  7758.45866 11016.84357  8586.65804  5347.21281  7770.12903  7676.18017 10354.48943  6559.13324  7847.89941  9255.49603  9822.42676  9804.23978  4366.03707  6280.70515  6779.14434  8379.65322  9535.39880  9592.41173  6752.48954 10886.92309 13466.96474 14579.64434 11537.94567  5340.39798  9025.68665 13748.29444  8689.77200  8103.75258 15087.89709  8453.70911  9500.53161  7850.43073 10794.93613  6301.54548 11309.21464 13343.00547 13027.76613 13200.21905 12214.14401 11576.10803  9924.55291 13102.39601 10192.49821 13180.15596 16247.39711 15866.75027 12346.41498 10525.75826 11570.41731  8542.27264  6344.40438  9502.64673 10070.54404  6935.08450 11539.73118 13038.78082 13534.08906 11326.32611  4318.39043  7735.71837 12458.97272  8570.80863  7960.52416 12751.88684  8814.51927  8743.95720  8527.01271 11954.69848  6438.83047 10889.13466 14313.77267 13438.89052 15371.46627 11348.63999 11443.27897  9886.74947 13247.91849  9744.15030 13852.16812 16919.19707 15564.38847 12345.23716 12062.87050 11992.98955  8389.52526  5242.88161 10979.09693 10489.47105 
